state_id,file,owner,population_k,category,species,minority,cultures,politics,groups,warnings
1167,1167-Rustalia4.txt,RST,3650.0,large_town,3,,67,1:0.473656;3:0.004974;7:0.521370,3,
1168,1168-Rustalia5.txt,RST,5430.0,town,3,,67,1:0.925348;3:0.074652,2,
1169,1169-Rustalia6.txt,RST,2020.0,town,3,,67,1:0.506118;4:0.493882,2,
1170,1170-Spri1.txt,EUL,2000.0,town,7,,,0:0.521544;3:0.114180;4:0.364277,0,no resolvable starting species/culture; arrays left empty
1171,1171-Spri2.txt,EUL,3850.0,town,7,,,2:0.074869;3:0.226602;4:0.698529,0,no resolvable starting species/culture; arrays left empty
1172,1172-Spri3.txt,EUL,2110.0,town,7,,,2:0.041315;3:0.317927;5:0.640758,0,no resolvable starting species/culture; arrays left empty
1173,1173-Cookimbra.txt,PGN,2450.0,town,25,,97,2:0.111934;7:0.888066,2,
1174,1174-Bragallet.txt,KOA,3350.0,town,25,,97,1:0.369509;4:0.011554;7:0.618938,3,
1175,1175-Callidus.txt,KOA,8730.0,large_town,25,,97,1:0.891695;4:0.108305,2,
1176,1176-Spri6.txt,EUL,1900.0,town,7,,,1:0.288421;7:0.711579,0,no resolvable starting species/culture; arrays left empty
1177,1177-Spri7.txt,EUL,2870.0,town,7,,,0:0.578715;2:0.126165;4:0.295120,0,no resolvable starting species/culture; arrays left empty
1178,1178-Lisbonbon.txt,KOA,6390.0,large_city,25,4,97,1:0.875683;3:0.124317,4,
1179,1179-Potro.txt,KOA,2830.0,town,25,4,97,5:0.293181;6:0.706819,4,
1180,1180-Rodridough.txt,KOA,3210.0,town,25,4,97,1:0.938699;3:0.061301,4,
1181,1181-Koasski.txt,UST,4840.0,large_town,4,,73,0:0.963141;2:0.036859,2,
1182,1182-Ehw Fauah.txt,UST,2200.0,town,4,,73,1:0.692364;2:0.217315;6:0.090322,3,
1183,1183-Doughnada.txt,GAL,6210.0,large_town,25,1,96,1:0.201743;2:0.006416;6:0.791840,6,
1184,1184-Bakecelona.txt,GAL,14590.0,large_city,25,,96,0:0.124359;4:0.002976;6:0.872665,3,
1185,1185-Toledough.txt,GAL,2760.0,town,25,,96,2:0.033465;3:0.032932;6:0.933603,3,
1186,1186-Granajón.txt,SMI,5360.0,town,1,25,71;95,1:0.221455;2:0.193095;6:0.585449,12,
1187,1187-San-Sebakestian.txt,SMI,6280.0,large_town,1,25,71;95,0:0.189013;3:0.189013;7:0.621975,12,
1188,1188-Zaradoughza.txt,GAL,4330.0,town,25,,71,2:0.009961;6:0.759805;8:0.230234,3,
1189,1189-Pastelona.txt,GAL,2700.0,town,25,,71,2:0.025059;6:0.730269;8:0.244672,3,
1190,1190-Varhk.txt,UST,4290.0,town,4,,73,0:0.902839;2:0.007682;7:0.089479,3,
1191,1191-Sebowlia 2.txt,KOA,4300.0,large_town,25,4,97,1:0.922519;3:0.017049;4:0.060432,6,
1192,1192-Crumbrid.txt,FKS,28950.0,megalopolis,1,25,95,3:0.029759;6:0.715682;7:0.254559,6,
1193,1193-Muffintilla.txt,FKS,2230.0,town,1,25,95,2:0.774207;6:0.225793,4,
1194,1194-Somtaaw.txt,UMR,10950.0,large_town,57,1,78,3:0.072759;6:0.899320;8:0.027922,6,
1195,1195-S'jet.txt,UMR,6900.0,town,57,1,78,1:0.479652;6:0.482075;7:0.038273,6,
1196,1196-Manaan.txt,UMR,11340.0,town,57,1,78,3:0.416163;7:0.511774;8:0.072063,6,
1197,1197-Tiir.txt,UMR,12180.0,city,57,1,78,4:0.158186;5:0.226437;6:0.615377,6,
1198,1198-Girardought.txt,PGN,12410.0,city,25,,97,2:0.038104;6:0.333896;7:0.628001,3,
1199,1199-Funchaleta.txt,PGN,11030.0,large_town,25,,97,2:0.035744;7:0.524035;8:0.440221,3,
1200,1200-Churrilbao.txt,PGN,2150.0,town,25,,97,0:0.655535;1:0.199273;8:0.145192,3,
1201,1201-South Koti.txt,PAN,3700.0,town,60,,79,3:0.029289;6:0.075743;7:0.894968,3,
1202,1202-Burgeros.txt,KOA,12660.0,megalopolis,25,4,97,1:0.914463;3:0.079698;6:0.005840,6,
1203,1203-Sabadeirado.txt,GAL,6820.0,town,25,1,96,4:0.018524;6:0.981476,4,
1204,1204-Meerut.txt,PAN,4300.0,town,60,,79,3:0.071644;7:0.840124;8:0.088233,3,
1205,1205-Meghaduta.txt,PAN,10910.0,large_city,60,,79,4:0.054075;7:0.945925,2,
1206,1206-Jharuna.txt,PAN,3910.0,town,60,,79,3:0.087877;7:0.522583;8:0.389539,3,
1207,1207-New Basni.txt,PAN,4510.0,town,60,,79,3:0.181620;7:0.818380,2,
1208,1208-New Kumakh.txt,PAN,4190.0,town,60,,79,4:0.012826;5:0.181623;6:0.805552,3,
1209,1209-East Dourouhtei.txt,PAN,1360.0,town,60,,79,6:0.245507;7:0.754493,2,
1210,1210-Bakecaramangé.txt,GAL,4360.0,large_town,25,,71,3:0.008824;6:0.978733;7:0.012443,3,
1211,1211-Mahin Geh.txt,GAL,1300.0,town,25,,71,5:0.697846;6:0.302154,2,
1212,1212-Medoughlin.txt,GAL,2350.0,town,25,,71,2:0.010570;4:0.005642;6:0.983789,3,
1213,1213-Rhayman.txt,GAL,1500.0,rural,25,,71,6:0.565966;8:0.434034,2,
1214,1214-Spri20.txt,EUL,10390.0,metropolis,7,,,2:0.109229;4:0.760646;6:0.130125,0,no resolvable starting species/culture; arrays left empty
1285,1285-Paluush1.txt,PLR,120.0,rural,15,,9,1:0.859836;6:0.140164,2,
1286,1286-Paluush2.txt,PLR,92.0,rural,15,,9,0:0.872815;4:0.127185,2,
1287,1287-Paluush3.txt,VAS,153.0,rural,29,,76,0:0.248250;5:0.751750,2,
1288,1288-Paluush4.txt,VAS,92.0,rural,29,,76,0:0.200235;5:0.799765,2,
1289,1289-Wybrezacho.txt,MER,1360.0,town,29,,68,5:0.003175;7:0.996825,2,
1290,1290-Rowninalesna.txt,MER,2520.0,town,29,,68,2:0.001074;5:0.000825;7:0.998102,3,
1291,1291-Quantus Hub.txt,SLC,2170.0,large_city,49,,51,9:1.000000,1,
1292,1292-Wschobregi.txt,MER,1410.0,town,29,,68,0:0.001080;7:0.998920,2,
1293,1293-Zachokran.txt,MER,1600.0,town,29,,68,5:0.003504;7:0.996496,2,
1294,1294-West Westpaw.txt,MER,2310.0,town,29,,68,2:0.000148;7:0.989335;8:0.010518,3,
1295,1295-Far West Westpaw.txt,MER,1860.0,town,29,,68,7:0.975027;8:0.024973,2,
1296,1296-Duzygaj.txt,MER,2690.0,town,29,,68,3:0.000059;6:0.013027;7:0.986914,3,
1297,1297-Far West Westpaw 3.txt,MER,1210.0,town,29,,68,0:0.093109;2:0.071821;6:0.835070,3,
1298,1298-Near South Infernum's Castle.txt,MER,1140.0,town,29,,68,7:0.960732;8:0.039268,2,
1299,1299-Gorskzableg.txt,MER,1070.0,town,29,,68,0:0.578971;5:0.421029,2,
1300,1300-Krawedgory.txt,MER,1520.0,town,29,,68,1:0.000002;4:0.000744;7:0.999254,3,
1301,1301-South Infernum's Castle.txt,MER,960.0,town,29,,68,6:1.000000,1,
1302,1302-Near West Westpaw.txt,MER,1500.0,town,29,,68,6:0.142692;8:0.857308,2,
1303,1303-Naturopolis.txt,MER,650.0,town,29,,68,1:0.000041;7:0.999959,2,
1304,1304-Far South Infernum's Castle.txt,MER,570.0,town,29,,68,7:1.000000,1,
1305,1305-Naval Hub.txt,SLC,2040.0,metropolis,49,,51,9:1.000000,1,
1307,1307-South Fleatherwing.txt,FLS,489.201,rural,28,1,77;27,0:0.794521;1:0.109589;6:0.095890,12,
1308,1308-North Fleatherwing.txt,FLM,359.18,rural,28,1,77;27,3:0.035294;6:0.152941;7:0.811765,12,
1312,1312-North Slithervich.txt,TEM,2340.0,metropolis,27,,82,6:0.360606;8:0.639394,2,
1313,1313-Yinja30.txt,FOD,1033.642,city,1,24,81,4:0.117369;7:0.138329;8:0.744301,6,
1314,1314-Centragorz.txt,MER,770.0,town,29,,68,2:0.991046;3:0.008954,2,
1315,1315-East Hissity.txt,TEM,500.0,town,27,,82,7:0.100693;8:0.899307,2,
1316,1316-Kronk50.txt,KKN,1022.0,town,7,1,82,4:1.000000,2,
1317,1317-North Copper Ridges.txt,TEM,200.0,town,27,,82,7:0.364956;8:0.635044,2,
1318,1318-South Ezikyinjatz.txt,TEM,680.0,town,27,,82,6:0.378640;8:0.621360,2,
1319,1319-Ost-Hydronien.txt,FOD,700.0,large_city,1,24,81;83,3:0.004586;7:0.087886;8:0.907528,12,
1320,1320-Loris Flats.txt,FOD,623.0,large_city,1,24,81;83,3:0.076065;5:0.150256;8:0.773679,12,
1321,1321-Sud-Hydronien.txt,ACR,560.0,city,1,24,83,0:0.049271;1:0.781714;3:0.169015,6,
1322,1322-Westen-Hydronien.txt,FOD,392.0,town,1,7,81;83,8:1.000000,4,
1323,1323-Loris Flats.txt,FOD,371.0,large_town,1,7,81;83,4:0.310114;7:0.689886,8,
1324,1324-Katlantropa Dam.txt,FOD,7.0,town,1,7,81,6:0.728630;7:0.271370,4,
1325,1325-Great Kraksia.txt,ACR,4600.0,city,24,7,83,0:0.155842;1:0.718880;3:0.125278,6,culture missing; inherited owner modal culture 83
1326,1326-Malyrali.txt,ACR,3900.0,large_city,7,24,83,1:0.739897;2:0.260103,4,culture missing; inherited owner modal culture 83
1327,1327-Yinjite Shores.txt,ACR,8660.0,megalopolis,24,7,83,1:0.678314;2:0.213885;3:0.107800,6,culture missing; inherited owner modal culture 83
1345,1345-Taupwald.txt,LTR,2964.446,rural,46,,87,2:0.507849;3:0.487699;4:0.004452,3,
1346,1346-Loudennes.txt,LTR,1615.675,rural,46,,87,5:0.931509;7:0.068491,2,
1347,1347-Ottenon.txt,LTR,5758.834,large_city,46,19,87,0:0.519605;3:0.480395,4,
1348,1348-Lanterien.txt,LTR,1589.435,town,46,,87,1:0.265908;4:0.734092,2,
1349,1349-Brashten.txt,LTR,4391.143,city,46,9,87,3:0.580971;5:0.193010;6:0.226019,6,
1350,1350-Ottre.txt,LTR,1674.893,large_town,46,,87,2:0.719984;6:0.280016,2,
1352,1352-Kambosland.txt,KTN,1896.105,city,19,,84,0:0.375621;2:0.624379,2,
1353,1353-Rheilen.txt,KTN,2314.577,city,19,,84,2:0.535021;7:0.464979,2,
1358,1358-Petite Loutteria.txt,LTR,4484.577,town,46,,87,3:0.759024;6:0.240976,2,
1359,1359-Armealnia.txt,GAL,2870.0,town,25,,71,4:0.002975;6:0.978806;7:0.018219,3,
1360,1360-Baguetta.txt,GAL,2730.0,town,25,,71,1:0.155569;3:0.020029;6:0.824402,3,
1362,1362-Near West Dazhungli.txt,UST,2410.0,town,4,,73,0:0.803824;2:0.010642;7:0.185534,3,
1363,1363-Psossqe.txt,UST,2370.0,town,4,,73,2:0.225908;7:0.774092,2,
1364,1364-Marossqenardhu.txt,UST,2930.0,town,4,,73,2:0.093074;6:0.257096;8:0.649829,3,
1366,1366-Mount Kapolumpos.txt,KAP,252.479,wasteland,48,44,90,3:0.329264;7:0.670736,4,
1367,1367-North Hoxxhagen Surface Zone.txt,MUL,2000.0,rural,45,44,89,1:0.157895;3:0.578947;5:0.263158,6,
1368,1368-Upper Ylmira Slopes.txt,MUL,2000.0,rural,45,46,89,2:0.141461;6:0.858539,4,
1369,1369-East Hoxxhagen Surface Zone.txt,MUL,2000.0,rural,45,47,89,4:0.035579;6:0.870114;7:0.094307,6,
1370,1370-Distretto Montano.txt,PRC,576.441,town,47,44,88,0:0.998116;4:0.001884,4,
1371,1371-Purrhelmshaven.txt,FST,1500.0,large_city,1,,60,4:0.302531;5:0.235127;7:0.462342,3,
1374,1374-Ponedresa.txt,GAL,2500.0,town,25,,71,3:0.302246;7:0.697754,2,
1375,1375-Amburbia.txt,PRC,12985.542,megalopolis,47,,88,1:0.571689;2:0.225249;5:0.203062,3,
1376,1376-Pandezia.txt,PRC,3988.775,city,47,48,88,1:0.938977;2:0.036906;5:0.024117,6,
1377,1377-Racogna.txt,PRC,5666.621,large_city,47,,88,0:0.111733;4:0.001379;7:0.886887,3,
1401,1401-North Solkatzia Bridge.txt,PRL,0.001,wasteland,1,,2,0:0.009291;1:0.990709,1,
1402,1402-Southwest Solkatzia Bridge.txt,KUS,0.001,wasteland,12,1,48,5:0.602809;8:0.397191,1,
1403,1403-Southeast Solkatzia Bridge.txt,KUS,0.001,wasteland,12,1,48,0:0.362321;6:0.637679,1,
1405,1405-STATE_1405.txt,PRL,545.763,town,1,,41;42,1:0.851021;3:0.148979,4,
1406,1406-STATE_1406.txt,PRL,1098.673,large_town,1,,2,3:0.758716;6:0.088761;7:0.152523,3,
1407,1407-STATE_1407.txt,AUR,1978.062,city,1,,42,3:0.072731;5:0.089918;8:0.837351,3,
1408,1408-STATE_1408.txt,AUR,4082.318,large_town,1,,42,3:0.142542;7:0.286973;8:0.570485,3,
1409,1409-STATE_1409.txt,AUR,810.455,town,1,,3;42,5:0.494676;6:0.505324,4,
1410,1410-STATE_1410.txt,ELO,1436.833,large_town,1,,3,6:0.899160;7:0.100840,2,
1411,1411-STATE_1411.txt,AUR,1821.047,city,1,,3;42,1:0.255514;2:0.136346;8:0.608140,6,
1412,1412-STATE_1412.txt,WPR,2104.367,large_town,1,,41,0:0.159941;3:0.112313;7:0.727747,3,
1413,1413-STATE_1413.txt,PRL,1148.984,large_town,1,,2,3:0.694219;8:0.305781,2,
1414,1414-STATE_1414.txt,FRA,3198.186,town,1,,39,3:0.089635;4:0.290696;5:0.619668,3,
1415,1415-STATE_1415.txt,NKB,958.598,large_town,1,,39,6:0.885142;8:0.114858,2,
1416,1416-STATE_1416.txt,FRA,4466.2,large_town,1,,39,3:0.189259;4:0.114352;6:0.696389,3,
1417,1417-STATE_1417.txt,WPR,1782.999,large_town,1,,41,4:0.043713;7:0.956287,2,
1418,1418-STATE_1418.txt,WPR,439.144,rural,1,,41,4:0.067406;7:0.932594,2,
1419,1419-STATE_1419.txt,WPR,611.782,town,1,,25,2:0.273700;6:0.122379;8:0.603921,3,
1420,1420-STATE_1420.txt,WPR,429.031,rural,1,,41,3:0.066159;7:0.933841,2,
1421,1421-STATE_1421.txt,ROQ,477.862,large_town,3,,58,4:0.578252;7:0.421748,2,
1422,1422-STATE_1422.txt,ROQ,2336.34,town,3,,58,4:0.810108;8:0.189892,2,
1423,1423-STATE_1423.txt,MCF,1203.075,large_town,13,,11,6:0.574103;7:0.425897,2,
1424,1424-STATE_1424.txt,MCF,1062.482,rural,13,,11,3:0.187408;7:0.812592,2,
1425,1425-STATE_1425.txt,LMB,791.067,rural,3,1,6,3:0.153938;4:0.846062,4,
1426,1426-STATE_1426.txt,LMB,3125.659,large_town,3,1,6,3:0.088038;4:0.111872;6:0.800090,6,
1427,1427-STATE_1427.txt,OST,513.647,town,1,,41,6:1.000000,1,
1428,1428-STATE_1428.txt,WPR,1827.799,large_town,1,,41,2:0.337983;7:0.128081;8:0.533936,3,
1429,1429-STATE_1429.txt,CLE,1134.355,large_town,1,,3,2:0.135785;7:0.864215,2,
1430,1430-STATE_1430.txt,CAT,3416.791,town,1,,44,3:0.245623;5:0.657588;6:0.096788,3,
1431,1431-STATE_1431.txt,KHA,1749.615,large_town,22,,64,6:0.394038;7:0.605962,2,
1432,1432-STATE_1432.txt,KHA,1702.26,town,22,,64,3:0.178990;7:0.821010,2,
1433,1433-STATE_1433.txt,TEN,2085.252,town,3,0,66,4:0.053853;6:0.114405;7:0.831742,6,
1434,1434-STATE_1434.txt,ROQ,583.536,town,3,,7,4:0.718607;7:0.281393,2,
1435,1435-STATE_1435.txt,AUR,1470.773,town,1,,42,5:0.234675;8:0.765325,2,
1436,1436-STATE_1436.txt,OST,453.89,rural,1,,41,6:0.299192;7:0.700808,2,
1437,1437-STATE_1437.txt,WPR,681.937,large_town,1,,25,1:0.261407;5:0.738593,2,
1438,1438-STATE_1438.txt,LIO,1228.889,town,1,,44,6:0.388739;7:0.611261,2,
1439,1439-STATE_1439.txt,CAT,2288.442,rural,1,,44,3:0.113091;4:0.718893;7:0.168016,3,
1440,1440-STATE_1440.txt,CAT,993.504,town,1,,43,3:0.131297;4:0.868703,2,
1441,1441-STATE_1441.txt,CAT,1322.306,town,1,,43,3:0.115697;4:0.884303,2,
1442,1442-STATE_1442.txt,WPR,199.279,town,1,,41,7:0.324138;8:0.675862,2,
1443,1443-STATE_1443.txt,WPR,528.08,large_town,1,,25,1:0.102165;6:0.897835,2,
1444,1444-STATE_1444.txt,OST,161.477,town,1,,26,6:0.366900;7:0.633100,2,
1445,1445-STATE_1445.txt,LIO,1262.141,large_town,1,,24,4:0.001974;8:0.998026,2,
1446,1446-STATE_1446.txt,LIO,1149.788,town,1,,24,3:0.423948;5:0.576052,2,
1447,1447-STATE_1447.txt,CLE,4209.086,large_city,1,,3,4:0.056287;8:0.943713,2,
1448,1448-STATE_1448.txt,ROQ,3066.515,large_town,3,,6,4:0.817598;7:0.089464;8:0.092939,3,
1449,1449-STATE_1449.txt,CAT,2146.733,town,1,,43,3:0.220419;6:0.223309;7:0.556273,3,
1450,1450-STATE_1450.txt,NKB,1264.413,town,1,,39,0:0.335529;8:0.664471,2,
1451,1451-STATE_1451.txt,AUR,1104.916,town,1,,3,2:0.108713;6:0.891287,2,
1452,1452-STATE_1452.txt,TAI,1022.82,town,1,,3,7:0.740485;8:0.259515,2,
1453,1453-STATE_1453.txt,TAI,1080.478,town,1,,3,5:0.145415;7:0.854585,2,
1454,1454-STATE_1454.txt,TAI,901.215,large_town,1,,3,6:0.419629;8:0.580371,2,
1455,1455-STATE_1455.txt,TAI,1032.455,town,1,,3,7:0.827496;8:0.172504,2,
1456,1456-STATE_1456.txt,TAI,803.393,large_town,1,,3,7:0.823793;8:0.176207,2,
1457,1457-STATE_1457.txt,TAI,888.714,large_town,1,,3,7:0.737936;8:0.262064,2,
1458,1458-STATE_1458.txt,NEU,2577.199,town,1,,38,6:0.077399;7:0.171805;8:0.750796,3,
1459,1459-STATE_1459.txt,FRA,4375.095,large_town,1,,27,2:0.078283;4:0.121719;6:0.799998,3,
1460,1460-STATE_1460.txt,FRA,6595.681,large_city,1,,27,3:0.232126;6:0.767874,2,
1461,1461-STATE_1461.txt,FRA,4859.43,town,1,,39,3:0.167642;5:0.279418;6:0.552939,3,
1462,1462-STATE_1462.txt,FRA,1670.074,town,1,,39,1:0.488802;2:0.511198,2,
1463,1463-STATE_1463.txt,FRA,1242.819,town,1,,39,4:0.322249;6:0.677751,2,
1464,1464-STATE_1464.txt,PAW,7576.044,metropolis,1,,40,2:0.067917;7:0.345183;8:0.586900,3,
1465,1465-STATE_1465.txt,POT,1622.57,large_town,1,,38,4:0.072553;7:0.927447,2,
1466,1466-STATE_1466.txt,NEU,2513.972,town,1,,39,7:0.279163;8:0.720837,2,
1467,1467-STATE_1467.txt,HYP,4350.664,city,1,,38,7:0.166491;8:0.833509,2,
1468,1468-STATE_1468.txt,WPR,1010.917,town,1,,41,0:0.161887;7:0.838113,2,
1469,1469-STATE_1469.txt,LIO,1883.115,large_town,1,,44,4:0.000739;6:0.742286;8:0.256975,3,
1470,1470-STATE_1470.txt,PER,2973.481,town,3,,7,4:0.000003;5:0.999202;6:0.000795,3,
1471,1471-STATE_1471.txt,PER,543.562,town,3,,7,3:0.034413;6:0.965587,2,
1472,1472-STATE_1472.txt,ROQ,2496.355,large_town,3,,7,4:0.735712;7:0.264288,2,
1473,1473-STATE_1473.txt,ROQ,2027.868,large_town,3,,58,0:0.067775;4:0.834874;8:0.097351,3,
1474,1474-STATE_1474.txt,ROQ,4631.997,city,3,,6,4:0.685109;7:0.113391;8:0.201500,3,
1475,1475-STATE_1475.txt,ROQ,1412.618,large_town,3,,6,4:0.650573;7:0.349427,2,
1476,1476-STATE_1476.txt,KKN,560.461,rural,7,1,82,6:0.134452;7:0.062912;8:0.802636,6,
1477,1477-STATE_1477.txt,KKN,809.511,rural,7,1,82,3:0.016760;8:0.983240,4,
1478,1478-STATE_1478.txt,KKN,452.422,large_town,7,1,82,6:0.228583;8:0.771417,4,
1479,1479-STATE_1479.txt,KKN,834.481,large_town,7,1,82,3:0.029677;8:0.970323,4,
1480,1480-STATE_1480.txt,FOD,415.757,large_town,7,1,81,7:0.075463;8:0.924537,4,
1481,1481-STATE_1481.txt,FOD,563.249,large_town,7,1,81,4:0.070459;8:0.929541,4,
1482,1482-STATE_1482.txt,FOD,513.042,rural,7,1,81,7:1.000000,2,
1483,1483-STATE_1483.txt,FOD,739.638,rural,7,1,81,8:1.000000,2,
1484,1484-STATE_1484.txt,FOD,1125.644,town,7,1,81,7:0.117065;8:0.882935,4,
1485,1485-STATE_1485.txt,FOD,919.331,rural,7,1,81,7:0.106479;8:0.893521,4,
1486,1486-STATE_1486.txt,FOD,602.173,rural,7,1,81,5:0.319780;6:0.680220,4,
1487,1487-STATE_1487.txt,KKN,2455.883,large_town,7,1,82,4:0.001539;6:0.056677;8:0.941784,6,
1488,1488-STATE_1488.txt,KKN,949.795,town,7,1,82,7:0.081294;8:0.918706,4,
1489,1489-STATE_1489.txt,ACR,656.111,large_town,24,,83,0:0.100690;1:0.863942;2:0.035368,3,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1490,1490-STATE_1490.txt,ACR,2727.228,town,24,,83,0:0.076324;1:0.778971;2:0.144705,3,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1491,1491-STATE_1491.txt,ACR,375.359,rural,24,,83,2:0.719684;3:0.280316,2,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1492,1492-STATE_1492.txt,ACR,792.472,town,24,,83,0:0.440163;2:0.294235;3:0.265603,3,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1493,1493-STATE_1493.txt,ACR,2096.562,town,24,,83,0:0.049110;1:0.865639;3:0.085251,3,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1494,1494-STATE_1494.txt,ACR,383.315,rural,24,,83,0:0.203977;1:0.702442;3:0.093581,3,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1495,1495-STATE_1495.txt,FOD,1311.92,large_town,7,1,81,5:0.241162;7:0.758838,4,
1496,1496-STATE_1496.txt,FOD,1062.469,town,7,1,81,6:0.738262;7:0.261738,4,
1497,1497-STATE_1497.txt,WAC,1231.585,rural,1,7,82,1:0.731453;3:0.268547,4,
1498,1498-STATE_1498.txt,WAC,2013.348,town,1,7,82,1:0.841255;3:0.158745,4,
1499,1499-STATE_1499.txt,WAC,4123.243,rural,1,7,82,1:0.532582;3:0.214206;5:0.253212,6,
1500,1500-STATE_1500.txt,KKN,835.315,rural,7,1,82,3:0.016485;8:0.983515,4,
1501,1501-STATE_1501.txt,KKN,2469.481,town,7,1,82,3:0.019047;7:0.061822;8:0.919131,6,
1502,1502-STATE_1502.txt,NKB,2000.664,city,1,,39,3:0.063974;7:0.936026,2,
1503,1503-STATE_1503.txt,NEU,2928.563,town,1,,38,6:0.096194;8:0.903806,2,
1504,1504-STATE_1504.txt,CAT,512.656,wasteland,1,,44,3:0.177568;4:0.822432,2,
1505,1505-STATE_1505.txt,NMI,4711.819,large_town,8,1,75,9:1.000000,2,
1506,1506-STATE_1506.txt,NMI,3784.796,rural,8,1,75,9:1.000000,2,
1507,1507-STATE_1507.txt,NMI,4318.768,large_town,8,1,75,9:1.000000,2,
1508,1508-STATE_1508.txt,FOD,723.027,rural,1,24,81,4:0.131485;8:0.868515,4,
1509,1509-STATE_1509.txt,FOD,1549.293,town,7,1,81,3:0.010534;4:0.073775;8:0.915691,6,
1510,1510-STATE_1510.txt,FOD,325.114,town,7,1,81,3:0.055057;5:0.084036;8:0.860908,6,
1511,1511-STATE_1511.txt,FOD,583.152,town,7,1,81,7:0.114556;8:0.885444,4,
1512,1512-STATE_1512.txt,FOD,3510.583,city,7,1,81,3:0.024856;8:0.975144,4,
1513,1513-STATE_1513.txt,FOD,727.044,rural,7,1,81,3:0.016720;8:0.983280,4,
1514,1514-STATE_1514.txt,TEM,4459.756,large_town,27,,82,7:0.497121;8:0.502879,2,
1515,1515-STATE_1515.txt,TEM,3492.821,large_town,27,,82,7:0.492242;8:0.507758,2,
1516,1516-STATE_1516.txt,KKN,3622.731,city,7,1,82,3:0.044405;5:0.325915;7:0.629679,6,
1517,1517-STATE_1517.txt,KKN,559.364,rural,7,1,82,6:1.000000,2,
1518,1518-STATE_1518.txt,FOD,369.906,rural,1,24,81,3:0.008619;7:0.066191;8:0.925189,6,
1519,1519-STATE_1519.txt,FOD,7408.742,metropolis,1,24,81,3:0.039943;7:0.302322;8:0.657736,6,
1520,1520-STATE_1520.txt,ACR,545.296,rural,24,,83,1:1.000000,1,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1521,1521-STATE_1521.txt,ACR,2929.674,town,24,,83,0:0.031774;1:0.928247;3:0.039979,3,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1522,1522-STATE_1522.txt,FOD,768.859,rural,7,1,81,6:0.528132;8:0.471868,4,
1523,1523-STATE_1523.txt,FOD,727.629,large_town,7,1,81,4:0.133071;8:0.866929,4,
1524,1524-STATE_1524.txt,FOD,430.795,rural,7,1,81,3:0.022425;8:0.977575,4,
1525,1525-STATE_1525.txt,FOD,390.776,rural,7,1,81,3:0.014426;8:0.985574,4,
1526,1526-STATE_1526.txt,FOD,530.849,city,7,1,81,4:0.139217;8:0.860783,4,
1527,1527-STATE_1527.txt,FOD,829.027,large_town,7,1,81,7:0.100438;8:0.899562,4,
1528,1528-STATE_1528.txt,FOD,795.897,large_town,7,1,81,4:1.000000,2,
1529,1529-STATE_1529.txt,FOD,823.414,town,7,1,81,3:0.334808;7:0.665192,4,
1530,1530-STATE_1530.txt,ACR,3005.787,town,24,,83,1:0.946453;2:0.053547,2,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1531,1531-STATE_1531.txt,ACR,714.123,large_town,24,,83,1:0.637612;2:0.362388,2,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1532,1532-STATE_1532.txt,ACR,1425.806,large_town,24,,83,1:0.949029;2:0.050971,2,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1533,1533-STATE_1533.txt,FOD,1675.278,large_town,7,1,81,3:0.041009;5:0.299474;7:0.659518,6,
1534,1534-STATE_1534.txt,FOD,635.833,rural,7,1,81,5:0.176065;8:0.823935,4,
1535,1535-STATE_1535.txt,FOD,1735.714,town,7,1,81,5:0.329070;7:0.670930,4,
1536,1536-STATE_1536.txt,TEM,685.874,large_town,27,,82,7:0.090728;8:0.909272,2,
1537,1537-STATE_1537.txt,NMI,4323.513,large_town,8,1,75,9:1.000000,2,
1538,1538-STATE_1538.txt,NMI,4534.096,town,8,1,75,9:1.000000,2,
1539,1539-STATE_1539.txt,FOD,1237.643,large_town,7,1,81,3:0.011256;6:0.988744,4,
1540,1540-STATE_1540.txt,FOD,1897.376,large_town,7,1,81,3:1.000000,2,
1541,1541-STATE_1541.txt,KKN,1192.762,large_town,7,1,82,6:0.595523;7:0.404477,4,
1542,1542-STATE_1542.txt,KKN,878.25,town,7,1,82,3:0.026802;8:0.973198,4,
1543,1543-STATE_1543.txt,FOD,1917.681,large_town,7,1,81,7:0.090677;8:0.909323,4,
1544,1544-STATE_1544.txt,FOD,2571.955,town,7,1,81,3:0.089385;8:0.910615,4,
1545,1545-STATE_1545.txt,ACR,637.89,large_town,24,,83,1:0.940722;3:0.059278,2,species missing; inherited owner modal species 24 | culture missing; inherited owner modal culture 83
1546,1546-STATE_1546.txt,FOD,994.301,rural,7,1,81,5:0.139038;8:0.860962,4,
