[23:03:50][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3368690477.mod line: 7
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "SH_battleship_1" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][taskforce.cpp:1151]:  file: history/units/ROQ_1936_naval.txt line: 44: Could not find proper equipment variant. Skip creating Ship  in task force Groupement de Bassmarques
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "SH_battleship_1" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][taskforce.cpp:1151]:  file: history/units/ROQ_1936_naval.txt line: 45: Could not find proper equipment variant. Skip creating Ship  in task force Groupement de Bassmarques
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "SH_battleship_1" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][taskforce.cpp:1151]:  file: history/units/ROQ_1936_naval.txt line: 79: Could not find proper equipment variant. Skip creating Ship  in task force Groupement de Bassmarques
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "SH_battleship_1" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][taskforce.cpp:1151]:  file: history/units/ROQ_1936_naval.txt line: 80: Could not find proper equipment variant. Skip creating Ship  in task force Groupement de Bassmarques
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "ROQ" does not have any equipment variant for type "submarine_2" version 0 created by "ROQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_mech_chassis belonging to Glitchopian Confederacy
[23:04:18][0100.01.01.12][unit.cpp:3626]: 1. Marcheurs Dubstep ( PER ) unit in 17886 has locked equipment requirements: medium_mech_chassis, , needed by subunit(s) in template "Marcheurs Dubstep".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "TAK" does not have any equipment variant for type "train_equipment" (selecting latest version) created by "TAK".
[23:04:18][0100.01.01.12][virtualfilesystem.cpp:286]: Could not open file: history/units/FST_1396_naval.txt, error: not found
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1387]: Country "SPQ" does not have any equipment variant for type "destroyer_2" version 0 created by "SPQ".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version_name "Virtus Class" created by "SPQ".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version_name "Virtus Class" created by "SPQ".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version_name "Virtus Class" created by "SPQ".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version_name "Virtus Class" created by "SPQ".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version_name "Virtus Class" created by "SPQ".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version_name "Virtus Class" created by "SPQ".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version_name "Virtus Class" created by "SPQ".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version_name "Virtus Class" created by "SPQ".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version_name "Virtus Class" created by "SPQ".
[23:04:18][0100.01.01.12][equipmentvariant.cpp:1066]: Country "SPQ" does not have any equipment variant for type "light_cruiser_2" version_name "Virtus Class" created by "SPQ".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: modern_tank_artillery_chassis belonging to Commonwealth of Katteneiland
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: modern_tank_aa_chassis belonging to Commonwealth of Katteneiland
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: modern_tank_destroyer_chassis belonging to Commonwealth of Katteneiland
[23:04:18][0100.01.01.12][unit.cpp:3626]: 1. Gemechaniseerde Divisie "Nieuw Pawsterdam's Finest" ( KTN ) unit in 19386 has locked equipment requirements: modern_tank_artillery_chassis, modern_tank_aa_chassis, modern_tank_destroyer_chassis, , needed by subunit(s) in template "Gemechaniseerde-Infanterie".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_mech_chassis belonging to Nitromethane Imperium
[23:04:18][0100.01.01.12][unit.cpp:3626]: 1. Mecha Imperialis Division ( NMI ) unit in 15676 has locked equipment requirements: medium_mech_chassis, , needed by subunit(s) in template "Mecha Imperialis Division".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_mech_chassis belonging to Nitromethane Imperium
[23:04:18][0100.01.01.12][unit.cpp:3626]: 2. Mecha Imperialis Division ( NMI ) unit in 16358 has locked equipment requirements: medium_mech_chassis, , needed by subunit(s) in template "Mecha Imperialis Division".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_mech_chassis belonging to Nitromethane Imperium
[23:04:18][0100.01.01.12][unit.cpp:3626]: 3. Mecha Imperialis Division ( NMI ) unit in 16040 has locked equipment requirements: medium_mech_chassis, , needed by subunit(s) in template "Mecha Imperialis Division".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_mech_chassis belonging to Nitromethane Imperium
[23:04:18][0100.01.01.12][unit.cpp:3626]: 4. Mecha Imperialis Division ( NMI ) unit in 15243 has locked equipment requirements: medium_mech_chassis, , needed by subunit(s) in template "Mecha Imperialis Division".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_mech_chassis belonging to Nitromethane Imperium
[23:04:18][0100.01.01.12][unit.cpp:3626]: 5. Mecha Imperialis Division ( NMI ) unit in 16358 has locked equipment requirements: medium_mech_chassis, , needed by subunit(s) in template "Mecha Imperialis Division".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_mech_chassis belonging to Nitromethane Imperium
[23:04:18][0100.01.01.12][unit.cpp:3626]: 6. Mecha Imperialis Division ( NMI ) unit in 16179 has locked equipment requirements: medium_mech_chassis, , needed by subunit(s) in template "Mecha Imperialis Division".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_mech_chassis belonging to Nitromethane Imperium
[23:04:18][0100.01.01.12][unit.cpp:3626]: 7. Mecha Imperialis Division ( NMI ) unit in 16179 has locked equipment requirements: medium_mech_chassis, , needed by subunit(s) in template "Mecha Imperialis Division".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_mech_chassis belonging to Nitromethane Imperium
[23:04:18][0100.01.01.12][unit.cpp:3626]: 8. Mecha Imperialis Division ( NMI ) unit in 2943 has locked equipment requirements: medium_mech_chassis, , needed by subunit(s) in template "Mecha Imperialis Division".
[23:04:18][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_mech_chassis belonging to Nitromethane Imperium
[23:04:18][0100.01.01.12][unit.cpp:3626]: 9. Mecha Imperialis Division ( NMI ) unit in 2943 has locked equipment requirements: medium_mech_chassis, , needed by subunit(s) in template "Mecha Imperialis Division".
[23:04:18][0100.01.01.12][character_manager.cpp:257]: Failed to generate a name for a character of origins Confederated Ravkan Magocracies and for country Confederated Ravkan Magocracies
[23:04:18][0100.01.01.12][character_manager.cpp:257]: Failed to generate a name for a character of origins Confederated Ravkan Magocracies and for country Confederated Ravkan Magocracies
[23:04:18][0100.01.01.12][character_manager.cpp:257]: Failed to generate a name for a character of origins Confederated Ravkan Magocracies and for country Confederated Ravkan Magocracies
[23:04:18][0100.01.01.12][character_manager.cpp:257]: Failed to generate a name for a character of origins Confederated Ravkan Magocracies and for country Confederated Ravkan Magocracies
[23:04:18][0100.01.01.12][character_manager.cpp:257]: Failed to generate a name for a character of origins Plavetan Communities and for country Plavetan Communities
[23:04:18][0100.01.01.12][character_manager.cpp:257]: Failed to generate a name for a character of origins Plavetan Communities and for country Plavetan Communities
[23:04:18][0100.01.01.12][character_manager.cpp:257]: Failed to generate a name for a character of origins Plavetan Communities and for country Plavetan Communities
[23:04:19][0100.01.01.12][gamestate.cpp:6736]: 21 -  Tarrakis has too many buildings : -1
[23:04:19][0100.01.01.12][gamestate.cpp:6736]: 60 -  Pawmuda has too many buildings : -1
[23:04:19][0100.01.01.12][gamestate.cpp:6736]: 357 -  Tenetianen has too many buildings : -1
[23:04:19][0100.01.01.12][gamestate.cpp:6736]: 611 -  Aluminitas has too many buildings : -1
[23:04:19][0100.01.01.12][gamestate.cpp:6736]: 652 -  Pawllington has too many buildings : -2
[23:04:19][0100.01.01.12][gamestate.cpp:6736]: 657 -  Teuyaka has too many buildings : -2
[23:04:19][0100.01.01.12][gamestate.cpp:6736]: 819 -  Upper Ganymeda has too many buildings : -1
[23:04:19][0100.01.01.12][gamestate.cpp:6736]: 820 -  Greater Solity has too many buildings : -1
[23:04:19][0100.01.01.12][gamestate.cpp:6736]: 821 -  Pyrrhus has too many buildings : -1
[23:04:19][0100.01.01.12][gamestate.cpp:6736]: 829 -  Southern Porro has too many buildings : -1
[23:04:19][0100.01.01.12][gamestate.cpp:6736]: 1010 -  Ost-Kattailwald has too many buildings : -2
[23:04:19][0100.01.01.12][gamestate.cpp:6736]: 1012 -  Western Shroom Hills has too many buildings : -1
[23:04:19][0100.01.01.12][gui.cpp:931]: Undefined GUI_TYPE: sabaton_stations_entry - This will most likely crash the game
[23:04:19][0100.01.01.12][musicplayerview.cpp:63]: Missing music_station_entry GUI component containerWindowType with name: sabaton_stations_entry
[23:04:19][0100.01.01.12][containerwindow.cpp:991]: interface/topbar.gui (line 3 ): Could not find "faction_button_container" in window topbar
[23:04:19][0100.01.01.12][containerwindow.cpp:899]:  (line -1 ): Could not find "faction_icon" in window 
[23:04:19][0100.01.01.12][containerwindow.cpp:886]:  (line -1 ): Could not find "initiative_text" in window 
[23:04:19][0100.01.01.12][containerwindow.cpp:1026]:  (line -1 ): Could not find "faction_button" in window 
[23:04:19][0100.01.01.12][containerwindow.cpp:886]: interface/topbar.gui (line 3 ): Could not find "nukes_value" in window topbar
[23:04:19][0100.01.01.12][containerwindow.cpp:991]: interface/topbar.gui (line 3 ): Could not find "nukes" in window topbar
[23:04:19][0100.01.01.12][containerwindow.cpp:886]: interface/topbar.gui (line 709 ): Could not find "prototype_rewards_aquired" in window country_menu_window
[23:04:19][0100.01.01.12][containerwindow.cpp:899]: interface/topbar.gui (line 709 ): Could not find "prototype_rewards_aquired_bg" in window country_menu_window
[23:04:19][0100.01.01.12][graphics.cpp:1345]: Failed to create gui object. Could not find sprite type [GFX_province_landmark_bg]
[23:04:19][0100.01.01.12][graphics.cpp:1345]: Failed to create gui object. Could not find sprite type [GFX_province_landmark_damage_bar]
[23:04:19][0100.01.01.12][graphics.cpp:1345]: Failed to create gui object. Could not find sprite type [GFX_province_landmark_bg]
[23:04:19][0100.01.01.12][graphics.cpp:1345]: Failed to create gui object. Could not find sprite type [GFX_province_landmark_damage_bar]
[23:04:19][0100.01.01.12][containerwindow.cpp:983]: interface/countrystateview.gui (line 24 ): Could not find "strategic_locations_grid" in window countrystateview
[23:04:19][0100.01.01.12][containerwindow.cpp:1020]: interface/countryproductionlineview.gui (line 1121 ): Could not find "energy_checkbox" in window resources
[23:04:19][0100.01.01.12][containerwindow.cpp:1020]: interface/countryproductionlineview.gui (line 1121 ): Could not find "energy_checkbox" in window resources
[23:04:19][0100.01.01.12][countrytechtreeview.cpp:839]: Found no grid box for tech infantry_at
[23:04:19][0100.01.01.12][countrytechtreeview.cpp:839]: Found no grid box for tech infantry_at2
[23:04:19][0100.01.01.12][countrytechtreeview.cpp:839]: Found no grid box for tech scout_plane1
[23:04:19][0100.01.01.12][countrytechtreeview.cpp:839]: Found no grid box for tech scout_plane2
[23:04:19][0100.01.01.12][countrytechtreeview.cpp:746]: Found multiple potential grid boxes for tech basic_battlecruiser (early_battleship_tree and early_heavy_cruiser_tree)
[23:04:19][0100.01.01.12][countrytechtreeview.cpp:746]: Found multiple potential grid boxes for tech basic_battlecruiser (early_battleship_tree and early_heavy_cruiser_tree)
[23:04:19][0100.01.01.12][countrytechtreeview.cpp:746]: Found multiple potential grid boxes for tech basic_heavy_armor_scheme (early_ship_hull_heavy_tree and basic_cruiser_armor_scheme_tree)
[23:04:19][0100.01.01.12][countrytechtreeview.cpp:746]: Found multiple potential grid boxes for tech improved_heavy_armor_scheme (early_ship_hull_heavy_tree and basic_cruiser_armor_scheme_tree)
